iter	RMSE
279	0.2813790619
280	0.2811830209
281	0.2811546259
282	0.2811207825
283	0.2809714069
284	0.2808301895
285	0.2806091369
286	0.2804854123
287	0.280386552
288	0.2801931557
289	0.2799500459
290	0.2796740935
291	0.2796507409
292	0.2794117948
293	0.2791601361
294	0.2788983284
295	0.2786806102
296	0.2784639949
297	0.278139242
298	0.2780203318
299	0.2778800789
300	0.2777587495
301	0.2775003975
302	0.2771966758
303	0.2771719633
304	0.2769935276
305	0.2768456843
306	0.2765916623
307	0.276337627
308	0.2763176169
309	0.2760399162
310	0.2758811696
311	0.2757242971
312	0.2755467238
313	0.2753499757
314	0.2751215417
315	0.2748161093
316	0.2747062164
317	0.2745996647
318	0.2744012444
319	0.2741245012
320	0.2739480359
321	0.2736802218
322	0.2734152778
323	0.2733171545
324	0.2731850309
325	0.273170777
326	0.2729544577
327	0.2727459708
328	0.2725727648
329	0.2723940624
330	0.2721861722
331	0.2720412257
332	0.2717856756
333	0.2715230565
334	0.2712556861
335	0.2710074521
336	0.2708421844
337	0.2706194646
338	0.2703775677
339	0.2702104067
340	0.2700077035
341	0.2699330719
342	0.2697908406
343	0.269393603
344	0.2691583657
345	0.2691229619
346	0.2688960158
347	0.2686091359
348	0.2685733077
349	0.268399581
350	0.2680571311
351	0.2676979763
352	0.267555796
353	0.2674844103
354	0.2672259579
355	0.2669943054
356	0.2668325781
357	0.2668041125
358	0.2665614565
359	0.2663890975
360	0.266260382
361	0.2661780982
362	0.2661588998
363	0.2660414548
364	0.2657694054
365	0.2656711323
366	0.2654990692
367	0.265384699
368	0.2652139419
369	0.2651985902
370	0.2651116676
371	0.2650998712
372	0.2649513302
373	0.2648435895
374	0.2647301542
375	0.2646569496
376	0.2645066849
377	0.264240518
378	0.2640427268
379	0.2639659726
380	0.2637796458
381	0.2636136585
382	0.2634988714
383	0.2633747937
384	0.2633638347
385	0.2631327111
386	0.2630087414
387	0.2628889709
388	0.262701085
389	0.2625894857
390	0.2624745415
391	0.2622601324
392	0.2622502335
393	0.2621175754
394	0.2618267544
395	0.2616117547
396	0.2614515762
397	0.2613039456
398	0.2611851492
399	0.2610627815
400	0.2609686891
401	0.2606837512
402	0.2605367103
403	0.2605044629
404	0.2604917677
405	0.2604110415
406	0.2602793164
407	0.2600400516
408	0.260029028
409	0.259866183
410	0.2596419683
411	0.2595399535
412	0.2593192647
413	0.2590755193
414	0.2589827507
415	0.2587447754
416	0.258532716
417	0.2583728597
418	0.2582859366
419	0.2582020117
420	0.2579790128
421	0.2577607518
422	0.2575765461
423	0.2575092096
424	0.2574094881
425	0.2572804559
426	0.2572690343
427	0.257049075
428	0.2569633133
429	0.2568280357
430	0.2566202887
431	0.2565633534
432	0.256551828
433	0.256428152
434	0.2561819969
435	0.2560730615
436	0.2560597534
437	0.2560393097
438	0.2559260034
439	0.2557135266
440	0.2555707974
441	0.2554328778
442	0.2554111293
443	0.2551779008
444	0.2550176856
445	0.254921476
446	0.254760576
447	0.2546656778
448	0.2545301626
449	0.2543022343
450	0.2540572885
451	0.2537639524
452	0.2536488263
453	0.2536351927
454	0.253496002
455	0.2532447886
456	0.2532228805
457	0.2530332892
458	0.2528211999
459	0.2527412106
460	0.2526661388
461	0.2525167814
462	0.2523990398
463	0.2522143732
464	0.2521595811
465	0.2520535937
466	0.2518828018
467	0.2517323625
468	0.2515518509
469	0.2513747907
470	0.2512598032
471	0.2512477851
472	0.2511008519
473	0.25099875
474	0.2509572403
475	0.250860697
476	0.2506415226
477	0.25057203
478	0.2503407189
479	0.2501766125
480	0.250099765
481	0.2499389871
482	0.2498051462
483	0.2497105355
484	0.2496555576
485	0.2495011806
486	0.2492233821
487	0.2490728867
488	0.249054526
489	0.2488360564
490	0.2486891704
491	0.2486454487
492	0.2485156261
493	0.2482023335
494	0.2481305382
495	0.2479861882
496	0.2478680597
497	0.2477077316
498	0.2474834566
499	0.2473976243
500	0.2473360248
501	0.2472491175
502	0.247125224
503	0.2471080342
504	0.2469514285
505	0.2469343685
506	0.2468046972
507	0.2465748066
508	0.2463839851
509	0.2461432209
510	0.2459938963
511	0.2458427837
512	0.2456569383
513	0.2454680982
514	0.2453727065
515	0.2452420271
516	0.2450313552
517	0.2448994809
518	0.2447966224
519	0.2447368942
520	0.2446685744
521	0.2445655052
522	0.244549183
523	0.2444771615
524	0.2441904245
525	0.2440241024
526	0.243885714
527	0.243876671
528	0.2437689193
529	0.2437010393
530	0.2436609309
531	0.2435592318
532	0.243297572
533	0.2432627252
534	0.2432317917
535	0.2430058158
536	0.2429890967
537	0.2428302226
538	0.242711232
539	0.2425251306
540	0.2424267253
541	0.2423213674
542	0.2421625121
543	0.2421070584
544	0.2420703545
545	0.2418485758
546	0.2416358829
547	0.2415908481
548	0.2413990646
549	0.24137778
550	0.2412142633
551	0.2410986721
552	0.2409050039
553	0.240715753
554	0.2406321308
555	0.2405233675
556	0.2404614367
557	0.2403053427
558	0.2402031149
559	0.240019739
560	0.2398857143
561	0.2397972367
562	0.2397848861
563	0.2396922628
564	0.2396840411
565	0.2395527432
566	0.2394163961
567	0.2392988843
568	0.2391916796
569	0.2390395745
570	0.2389118736
571	0.2387369622
572	0.238615906
573	0.2383471589
574	0.2382379693
575	0.2380567899
576	0.2380353541
577	0.2378078919
578	0.2378000779
579	0.2377358226
580	0.2376688897
581	0.237580807
582	0.2373643804
583	0.2372606336
584	0.2371328514
585	0.2370929604
586	0.2369076757
587	0.2368511433
588	0.2367633868
589	0.2366107005
590	0.2366029808
591	0.2365089179
592	0.2364011352
593	0.2361695702
594	0.2361340499
595	0.2358931586
596	0.2358689419
597	0.2358431874
598	0.2358190854
599	0.2357388762
600	0.2356762438
601	0.2354912189
602	0.2354310071
603	0.2353231996
604	0.2351829703
605	0.2350401851
606	0.2349560633
607	0.2348783569
608	0.2347243973
609	0.2346120401
610	0.2345995447
611	0.2343813569
612	0.2343722198
613	0.2342680933
614	0.2340855557
615	0.2340072566
616	0.2337893443
617	0.233701257
618	0.2336936513
619	0.2334312124
620	0.2332986881
621	0.2332194787
622	0.2331214312
623	0.2330360217
624	0.2330296009
625	0.232895579
626	0.2326968494
627	0.2326314925
628	0.2325158977
629	0.2324970825
630	0.2324906335
631	0.2322980292
632	0.2322236383
633	0.2320774181
634	0.2320574893
635	0.231848824
636	0.2318382815
637	0.2318295422
638	0.231702348
639	0.2316962393
640	0.2315218983
641	0.2313289116
642	0.2311857525
643	0.2311032589
644	0.2310328701
645	0.2308992611
646	0.2308145356
647	0.2307777301
648	0.2305955486
649	0.2304804159
650	0.2303790646
651	0.2302372506
652	0.2300502096
653	0.229960595
654	0.229832088
655	0.2297891072
656	0.2296408808
657	0.2294332742
658	0.2294227248
659	0.229352589
660	0.2292755639
661	0.2291233489
662	0.2291166889
663	0.2289818275
664	0.2289503442
665	0.2288923797
666	0.2288306579
667	0.228719995
668	0.2285659797
669	0.2285437909
670	0.2284655666
671	0.2282580713
672	0.2281508346
673	0.2280929361
674	0.2279746531
675	0.2279491969
676	0.2278513624
677	0.227766361
678	0.2276206334
679	0.2276138449
680	0.2275340357
681	0.2273971046
682	0.2272415124
683	0.2271677567
684	0.227163601
685	0.2270610167
686	0.2269847113
687	0.2268618278
688	0.2267843078
689	0.2266896454
690	0.2266443662
691	0.2265085148
692	0.2263458441
693	0.2262487961
694	0.226125278
695	0.2259279321
696	0.2258155577
697	0.225737904
698	0.2257321369
699	0.2257233832
700	0.2255023977
701	0.2254060627
702	0.2253799824
703	0.2253137978
704	0.2252769276
705	0.2251600812
706	0.2250181083
707	0.2250131812
708	0.2249354048
709	0.2248046307
710	0.2246937181
711	0.2246886825
712	0.2245641038
713	0.2245594107
714	0.224549742
715	0.2243494981
716	0.2241539581
717	0.2240028078
718	0.2238557807
719	0.22368442
720	0.2235495336
721	0.2233910334
722	0.2233096412
723	0.2231595065
724	0.223149114
725	0.2231317822
726	0.2230711305
727	0.2229136567
728	0.2228252671
729	0.2226626931
730	0.2226184745
731	0.2225345821
732	0.2224069811
733	0.2222803764
734	0.222207106
735	0.2221583143
736	0.2220998894
737	0.2219006489
738	0.2217709203
739	0.2217109076
740	0.2215823898
741	0.2214569387
742	0.2214263632
743	0.2213051551
744	0.2212173579
745	0.2210195931
746	0.2208630052
747	0.2207985436
748	0.2206832693
749	0.2206516249
750	0.2206100962
751	0.2204841818
752	0.2203671871
753	0.2202305636
754	0.2201090637
755	0.2200697329
756	0.2198808743
757	0.219870059
758	0.2197134135
759	0.2196059851
760	0.21960075
761	0.2194528041
762	0.219347739
763	0.2192400083
764	0.219095071
765	0.2189866737
766	0.2189316379
767	0.2187526644
768	0.2187459997
769	0.2186044181
770	0.2184848186
771	0.2183885969
772	0.2183219187
773	0.2181939762
774	0.2181157942
775	0.2181055224
776	0.2179594944
777	0.2179098472
778	0.2176950096
779	0.2175599026
780	0.2174307575
781	0.2173587404
782	0.2171688049
783	0.2170926338
784	0.2169921731
785	0.2168713381
786	0.2167537463
787	0.2166352643
788	0.216627339
789	0.216373326
790	0.2163026454
791	0.2161284927
792	0.2160671547
793	0.2160508213
794	0.2159856937
795	0.215874587
796	0.2158289395
797	0.2158243611
798	0.2157241364
799	0.2155141474
800	0.2153968812
801	0.2153039935
802	0.2152537098
803	0.215217984
804	0.2151434316
805	0.2149455212
806	0.2148342073
807	0.214808449
808	0.2147742181
809	0.2146948682
810	0.2145554373
811	0.2144169427
812	0.2143321357
813	0.2142396122
814	0.2141776374
815	0.2139659568
816	0.2137975207
817	0.2136049039
818	0.2134432017
819	0.2134287514
820	0.2132974601
821	0.2132013921
822	0.2130611596
823	0.213000292
824	0.2127957054
825	0.2127001098
826	0.2126926746
827	0.212536917
828	0.2124212805
829	0.2123041365
830	0.2122008969
831	0.2121459316
832	0.2120264574
833	0.2118461077
834	0.2117116144
835	0.2116553496
836	0.2116453009
837	0.2114972429
838	0.2113427301
839	0.2112800804
840	0.2112701173
841	0.2110317041
842	0.2108689721
843	0.2107344196
844	0.2105563723
845	0.2104788012
846	0.2104179922
847	0.210297451
848	0.2101824652
849	0.2100949083
850	0.2099739894
851	0.2098314271
852	0.209759057
853	0.2096008006
854	0.2095534003
855	0.2095310188
856	0.2094418215
857	0.2093652291
858	0.209221012
859	0.2091468566
860	0.209067349
861	0.2089724632
862	0.20882359
863	0.2087865014
864	0.2087255072
865	0.2085423562
866	0.2083401002
867	0.20817701
868	0.208170193
869	0.2080534758
870	0.2078924519
871	0.2078205246
872	0.2077441244
873	0.2076538741
874	0.2074234426
875	0.2072704535
876	0.2071298466
877	0.2070370022
878	0.2068949591
879	0.2067896453
880	0.2066826248
881	0.2066279409
882	0.2065257513
883	0.2063756029
884	0.2062183404
885	0.2061172105
886	0.2060661992
887	0.2059718031
888	0.2058859168
889	0.205744538
890	0.2055961925
891	0.2055924044
892	0.2054612927
893	0.2053640519
894	0.205317817
895	0.2052271472
896	0.2050585324
897	0.2049404071
898	0.204886412
899	0.2047686807
900	0.204717115
901	0.2047107403
902	0.2047045841
903	0.2046559974
904	0.2045495129
905	0.2045197823
906	0.204415434
907	0.2044118588
908	0.2043628829
909	0.2043027185
910	0.204271091
911	0.2040726082
912	0.2039574506
913	0.203793928
914	0.2036358856
915	0.2034721161
916	0.2033290088
917	0.2032689542
918	0.2031794905
919	0.2030019209
920	0.2029016452
921	0.2027536777
922	0.2026455752
923	0.2025992647
924	0.2024995853
925	0.2024551291
926	0.2023348464
927	0.2022612334
928	0.2022476837
929	0.2021386106
930	0.2020177544
931	0.2018696068
932	0.2018472979
933	0.2016718467
934	0.201580671
935	0.2015429873
936	0.2014370501
937	0.2013472264
938	0.201257572
939	0.201117948
940	0.2010347595
941	0.2008342004
942	0.2007986995
943	0.2007032181
944	0.2005294411
945	0.200478948
946	0.2003988278
947	0.2003864513
948	0.2003606644
949	0.2003302692
950	0.200324058
951	0.2002260802
952	0.2001805133
953	0.200133644
954	0.2001279085
955	0.2000103529
956	0.1999920868
957	0.1999265599
958	0.1997427258
959	0.1995862988
960	0.1995361834
961	0.1995121798
962	0.1994756715
963	0.1993105995
964	0.1991496857
965	0.1990419037
966	0.198998855
967	0.1989477979
968	0.1988985
969	0.1988657285
970	0.1988442038
971	0.1988399678
972	0.1987218679
973	0.1986253448
974	0.1985141834
975	0.1984765061
976	0.1983611438
977	0.1983577693
978	0.1982772023
979	0.1981447719
980	0.1981269366
981	0.1980282716
982	0.1979053844
983	0.19775024
984	0.1977095992
985	0.1976826897
986	0.1975480296
987	0.1974804656
988	0.1973466967
989	0.1972511057
990	0.1971718406
991	0.1970925858
992	0.1970152242
993	0.1970121689
994	0.1969254327
995	0.1968101643
996	0.1967832761
997	0.196688849
998	0.196638049
999	0.196536153
